day,rhyme_label_old,rhyme_full_old,vol_score_old,vol_label_old,vol_high_old,sentiment_raw_old,sentiment_norm_old,score_impl_old,rhyme_label_new,rhyme_full_new,vol_score_new,vol_label_new,vol_high_new,sentiment_raw_new,sentiment_norm_new,score_impl_new,flipped,flipped_into_AB,flipped_out_of_AB
2024-03-02,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.2824165038105291,0.2824165038105291,BUGGY,A,RHYME_A: Euphoric_Volatility,0.48488217059859273,High,True,0.2824165038105291,0.2824165038105291,FIXED,True,True,False
2024-03-03,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.29206964231525334,0.29206964231525334,BUGGY,A,RHYME_A: Euphoric_Volatility,0.48327536713384756,High,True,0.29206964231525334,0.29206964231525334,FIXED,True,True,False
2024-03-04,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.2885714424699928,0.2885714424699928,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4817267746597047,High,True,0.2885714424699928,0.2885714424699928,FIXED,True,True,False
2024-03-05,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.2808988926707594,0.2808988926707594,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4801510966725929,High,True,0.2808988926707594,0.2808988926707594,FIXED,True,True,False
2024-03-06,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.2917847277839192,0.2917847277839192,BUGGY,A,RHYME_A: Euphoric_Volatility,0.478582597112768,High,True,0.2917847277839192,0.2917847277839192,FIXED,True,True,False
2024-03-07,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.5756490803239906,0.5756490803239906,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4820619955926226,High,True,0.5756490803239906,0.5756490803239906,FIXED,True,True,False
2024-03-08,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.6318864935534529,0.6318864935534529,BUGGY,A,RHYME_A: Euphoric_Volatility,0.48094127715523777,High,True,0.6318864935534529,0.6318864935534529,FIXED,True,True,False
2024-03-09,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.676122950543965,0.676122950543965,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4794671465640951,High,True,0.676122950543965,0.676122950543965,FIXED,True,True,False
2024-03-10,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.6809701669715555,0.6809701669715555,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4780574545172209,High,True,0.6809701669715555,0.6809701669715555,FIXED,True,True,False
2024-03-11,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.6514305696802969,0.6514305696802969,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4765435817461273,High,True,0.6514305696802969,0.6514305696802969,FIXED,True,True,False
2024-03-12,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.21839408509389968,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4755387767902759,High,True,0.21839408509389968,1.0,FIXED,True,True,False
2024-03-13,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.0768041269156925,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4740762841697029,High,True,0.0768041269156925,1.0,FIXED,True,True,False
2024-03-14,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.14745116807215775,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.47799646291616754,High,True,0.14745116807215775,1.0,FIXED,True,True,False
2024-03-15,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.3016643653941675,0.3016643653941675,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4765122628985814,High,True,0.3016643653941675,0.3016643653941675,FIXED,True,True,False
2024-03-16,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.3613793161056096,0.3613793161056096,BUGGY,A,RHYME_A: Euphoric_Volatility,0.47542879137806526,High,True,0.3613793161056096,0.3613793161056096,FIXED,True,True,False
2024-03-17,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.49401749032398934,0.49401749032398934,BUGGY,A,RHYME_A: Euphoric_Volatility,0.47396985596955327,High,True,0.49401749032398934,0.49401749032398934,FIXED,True,True,False
2024-03-18,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.5771857872145991,0.5771857872145991,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4726033516074919,High,True,0.5771857872145991,0.5771857872145991,FIXED,True,True,False
2024-03-19,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.5297594735104008,0.5297594735104008,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4718831221542364,High,True,0.5297594735104008,0.5297594735104008,FIXED,True,True,False
2024-03-20,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.46385977691419633,0.46385977691419633,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4704607550657488,High,True,0.46385977691419633,0.46385977691419633,FIXED,True,True,False
2024-03-21,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.42692572373453674,0.42692572373453674,BUGGY,A,RHYME_A: Euphoric_Volatility,0.46956654919239615,High,True,0.42692572373453674,0.42692572373453674,FIXED,True,True,False
2024-03-22,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.37216093143400286,0.37216093143400286,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4681906435375318,High,True,0.37216093143400286,0.37216093143400286,FIXED,True,True,False
2024-03-23,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.4013015263247812,0.4013015263247812,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4669590989823503,High,True,0.4013015263247812,0.4013015263247812,FIXED,True,True,False
2024-03-24,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.26401674882017767,0.26401674882017767,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4656913252975747,High,True,0.26401674882017767,0.26401674882017767,FIXED,True,True,False
2024-03-25,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.1268488340028069,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4643509813818781,High,True,0.1268488340028069,1.0,FIXED,True,True,False
2024-03-26,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.12409551717107492,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.46303294694653635,High,True,0.12409551717107492,1.0,FIXED,True,True,False
2024-03-27,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.15664130216868544,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.46171535972037425,High,True,0.15664130216868544,1.0,FIXED,True,True,False
2024-03-28,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.09831066092072693,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.46043298405675087,High,True,0.09831066092072693,1.0,FIXED,True,True,False
2024-03-29,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.06827446310612428,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4591374209978514,High,True,0.06827446310612428,1.0,FIXED,True,True,False
2024-03-30,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.03662247774624805,0.5493371661937207,BUGGY,A,RHYME_A: Euphoric_Volatility,0.457852730413758,High,True,0.03662247774624805,0.5493371661937207,FIXED,True,True,False
2024-03-31,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.011842388075485433,0.1776358211322815,BUGGY,A,RHYME_A: Euphoric_Volatility,0.45657876111718443,High,True,0.011842388075485433,0.1776358211322815,FIXED,True,True,False
2024-04-01,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.006081759684556598,0.09122639526834897,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4553235657758499,High,True,0.006081759684556598,0.09122639526834897,FIXED,False,False,False
2024-04-02,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.010161042161741296,0.15241563242611944,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4540710824680731,High,True,0.010161042161741296,0.15241563242611944,FIXED,False,False,False
2024-04-03,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.037140645537330874,0.5571096830599631,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.45282887587305437,High,True,0.037140645537330874,0.5571096830599631,FIXED,False,False,False
2024-04-04,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.0727754796588207,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4515918878942462,High,True,0.0727754796588207,1.0,FIXED,False,False,False
2024-04-05,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.09184465241193829,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4503698605552818,High,True,0.09184465241193829,1.0,FIXED,False,False,False
2024-04-06,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.08040630184845021,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4491576980101894,High,True,0.08040630184845021,1.0,FIXED,False,False,False
2024-04-07,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.05837797681495216,0.8756696522242824,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4479872420122147,High,True,0.05837797681495216,0.8756696522242824,FIXED,False,False,False
2024-04-08,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.0770308169072873,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.44678117901113523,High,True,0.0770308169072873,1.0,FIXED,False,False,False
2024-04-09,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.08236637559237758,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4456671182818262,High,True,0.08236637559237758,1.0,FIXED,True,True,False
2024-04-10,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.03899721398787692,0.5849582098181538,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4446417853841073,High,True,0.03899721398787692,0.5849582098181538,FIXED,True,True,False
2024-04-11,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.0023580701408010274,-0.03537105211201541,BUGGY,A,RHYME_A: Euphoric_Volatility,0.44347594396576845,High,True,-0.0023580701408010274,-0.03537105211201541,FIXED,True,True,False
2024-04-12,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.03297504268345275,-0.49462564025179123,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4423953297459127,High,True,-0.03297504268345275,-0.49462564025179123,FIXED,True,True,False
2024-04-13,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.08024692264487798,-1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4412342319442055,High,True,-0.08024692264487798,-1.0,FIXED,True,True,False
2024-04-14,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.10655302483225015,-1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4400952722551749,High,True,-0.10655302483225015,-1.0,FIXED,True,True,False
2024-04-15,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.07533513476766607,-1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4390351053465195,High,True,-0.07533513476766607,-1.0,FIXED,True,True,False
2024-04-16,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,-0.04371291139840139,-0.6556936709760208,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4379139795537101,High,True,-0.04371291139840139,-0.6556936709760208,FIXED,True,True,False
2024-04-17,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.0022735342714437223,0.034103014071655835,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.43680139700277526,High,True,0.0022735342714437223,0.034103014071655835,FIXED,False,False,False
2024-04-18,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.004197064458069777,0.06295596687104665,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.43587664880439736,High,True,0.004197064458069777,0.06295596687104665,FIXED,False,False,False
2024-04-19,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.019864507335076498,0.29796761002614747,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.43476805573005395,High,True,0.019864507335076498,0.29796761002614747,FIXED,False,False,False
2024-04-20,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.008286792807454146,0.1243018921118122,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4336635916163933,High,True,0.008286792807454146,0.1243018921118122,FIXED,False,False,False
2024-04-21,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.016552719950394312,0.24829079925591468,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.43256714047844724,High,True,0.016552719950394312,0.24829079925591468,FIXED,False,False,False
2024-04-22,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.024797852322424596,0.37196778483636894,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4314955755659337,High,True,0.024797852322424596,0.37196778483636894,FIXED,False,False,False
2024-04-23,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.07080132462150868,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4304363634434453,High,True,0.07080132462150868,1.0,FIXED,False,False,False
2024-04-24,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.16143043784801359,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4295983345985195,High,True,0.16143043784801359,1.0,FIXED,False,False,False
2024-04-25,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.20472223667682554,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.42864311425286206,High,True,0.20472223667682554,1.0,FIXED,True,True,False
2024-04-26,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.18209423389805135,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4278381050552996,High,True,0.18209423389805135,1.0,FIXED,True,True,False
2024-04-27,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.15626706282890712,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.42680384890194906,High,True,0.15626706282890712,1.0,FIXED,True,True,False
2024-04-28,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.12613927359745336,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4258504224632815,High,True,0.12613927359745336,1.0,FIXED,True,True,False
2024-04-29,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.003474636375545348,0.05211954563318022,BUGGY,A,RHYME_A: Euphoric_Volatility,0.42485418688488596,High,True,0.003474636375545348,0.05211954563318022,FIXED,True,True,False
2024-04-30,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.07030989440827651,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4287466984071183,High,True,0.07030989440827651,1.0,FIXED,True,True,False
2024-05-01,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.09619815213763072,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.428127463827976,High,True,0.09619815213763072,1.0,FIXED,True,True,False
2024-05-02,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.08953656992430536,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.427255255888128,High,True,0.08953656992430536,1.0,FIXED,True,True,False
2024-05-03,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.11622666089581246,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.42623678834785905,High,True,0.11622666089581246,1.0,FIXED,True,True,False
2024-05-04,C,RHYME_C: Steady_Bullish_Growth,0.0,Low,False,0.1349219145302918,1.0,BUGGY,A,RHYME_A: Euphoric_Volatility,0.4253089774956982,High,True,0.1349219145302918,1.0,FIXED,True,True,False
2024-05-05,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.02783581361535048,-0.4175372042302572,BUGGY,B,RHYME_B: Panic_Volatility,0.42432019292207446,High,True,-0.02783581361535048,-0.4175372042302572,FIXED,True,True,False
2024-05-06,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.06367645922112497,-0.9551468883168746,BUGGY,B,RHYME_B: Panic_Volatility,0.42333827125249873,High,True,-0.06367645922112497,-0.9551468883168746,FIXED,True,True,False
2024-05-07,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.06653402636647499,-0.9980103954971248,BUGGY,B,RHYME_B: Panic_Volatility,0.4223631334812936,High,True,-0.06653402636647499,-0.9980103954971248,FIXED,True,True,False
2024-05-08,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.08826927311299804,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4213947018699658,High,True,-0.08826927311299804,-1.0,FIXED,True,True,False
2024-05-09,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.08737583421781192,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4204258093193419,High,True,-0.08737583421781192,-1.0,FIXED,True,True,False
2024-05-10,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.0819139656830552,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.419464826055864,High,True,-0.0819139656830552,-1.0,FIXED,True,True,False
2024-05-11,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.06315558959011458,-0.9473338438517187,BUGGY,B,RHYME_B: Panic_Volatility,0.41850203221990356,High,True,-0.06315558959011458,-0.9473338438517187,FIXED,True,True,False
2024-05-12,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.025955876573086623,-0.38933814859629934,BUGGY,B,RHYME_B: Panic_Volatility,0.4175541223990715,High,True,-0.025955876573086623,-0.38933814859629934,FIXED,True,True,False
2024-05-13,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.011272623123382619,0.16908934685073929,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4166191587609468,High,True,0.011272623123382619,0.16908934685073929,FIXED,False,False,False
2024-05-14,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.06458591428216875,0.9687887142325313,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4156899142684899,High,True,0.06458591428216875,0.9687887142325313,FIXED,False,False,False
2024-05-15,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.09601392522065888,1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.4148082192083343,High,True,0.09601392522065888,1.0,FIXED,False,False,False
2024-05-16,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,0.05710263246740155,0.8565394870110232,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.414150632543434,High,True,0.05710263246740155,0.8565394870110232,FIXED,False,False,False
2024-05-17,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,-0.04912897315202791,-0.7369345972804187,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.413888964347651,High,True,-0.04912897315202791,-0.7369345972804187,FIXED,False,False,False
2024-05-18,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,-0.12244444603784921,-1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.414373878787907,High,True,-0.12244444603784921,-1.0,FIXED,False,False,False
2024-05-19,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,-0.15596330969923766,-1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.41385349958553186,High,True,-0.15596330969923766,-1.0,FIXED,False,False,False
2024-05-20,D,RHYME_D: Range_Bound_Neutral,0.0,Low,False,-0.16391941821088385,-1.0,BUGGY,D,RHYME_D: Range_Bound_Neutral,0.41306323444152226,High,True,-0.16391941821088385,-1.0,FIXED,False,False,False
2024-05-21,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.14170997360253756,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4121609479423098,High,True,-0.14170997360253756,-1.0,FIXED,True,True,False
2024-05-22,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.08384071792371695,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4113700920125573,High,True,-0.08384071792371695,-1.0,FIXED,True,True,False
2024-05-23,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.06325250791285364,-0.9487876186928046,BUGGY,B,RHYME_B: Panic_Volatility,0.4104882039374947,High,True,-0.06325250791285364,-0.9487876186928046,FIXED,True,True,False
2024-05-24,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.058348745386349155,-0.8752311807952373,BUGGY,B,RHYME_B: Panic_Volatility,0.40991286940304233,High,True,-0.058348745386349155,-0.8752311807952373,FIXED,True,True,False
2024-05-25,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.025714767615246936,-0.38572151422870404,BUGGY,B,RHYME_B: Panic_Volatility,0.40904341037115993,High,True,-0.025714767615246936,-0.38572151422870404,FIXED,True,True,False
2024-05-26,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.0003395537442025809,-0.005093306163038713,BUGGY,B,RHYME_B: Panic_Volatility,0.408184671903047,High,True,-0.0003395537442025809,-0.005093306163038713,FIXED,True,True,False
2024-05-27,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,0.009307141036559052,0.13960711554838579,BUGGY,B,RHYME_B: Panic_Volatility,0.40756162880838825,High,True,0.009307141036559052,0.13960711554838579,FIXED,True,True,False
2024-05-28,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,0.019250968872567498,0.28876453308851247,BUGGY,B,RHYME_B: Panic_Volatility,0.406706452209519,High,True,0.019250968872567498,0.28876453308851247,FIXED,True,True,False
2024-05-29,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.02980818358062387,-0.44712275370935806,BUGGY,B,RHYME_B: Panic_Volatility,0.405856635154193,High,True,-0.02980818358062387,-0.44712275370935806,FIXED,True,True,False
2024-05-30,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.07633782380536269,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4050121219055367,High,True,-0.07633782380536269,-1.0,FIXED,True,True,False
2024-05-31,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.11558173914613479,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4041728575346277,High,True,-0.11558173914613479,-1.0,FIXED,True,True,False
2024-06-01,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.09985771265292143,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4033387879055026,High,True,-0.09985771265292143,-1.0,FIXED,True,True,False
2024-06-02,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.08286984063052338,-1.0,BUGGY,B,RHYME_B: Panic_Volatility,0.4025098596605024,High,True,-0.08286984063052338,-1.0,FIXED,True,True,False
2024-06-03,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.06437559006043292,-0.9656338509064938,BUGGY,B,RHYME_B: Panic_Volatility,0.4016860202059483,High,True,-0.06437559006043292,-0.9656338509064938,FIXED,True,True,False
2024-06-04,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.04900780441162256,-0.7351170661743384,BUGGY,B,RHYME_B: Panic_Volatility,0.4008672176981381,High,True,-0.04900780441162256,-0.7351170661743384,FIXED,True,True,False
2024-06-20,E,RHYME_E: Steady_Bearish_Decline,0.0,Low,False,-0.04810201673875292,-0.7215302510812938,BUGGY,B,RHYME_B: Panic_Volatility,0.4000534010296543,High,True,-0.04810201673875292,-0.7215302510812938,FIXED,True,True,False
